sumlev,geoid,areaname,stab,state,county,tract,BG,CBSA,metdiv,logrecno,B23025i1,B23025i2,B23025i3,B23025i4,B23025i5,B23025i6,B23025i7
Geographic summary level ,  ,  ,State abbreviation ,State code ,County code ,Tract code ,Block group code ,CBSA code ,Metro division of MSA ,  ,Total: ,In labor force: ,Civilian labor force: ,Employed ,Unemployed ,Armed Forces ,Not in labor force
150,15000US110010001011,"Block Group 1, Census Tract 1.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,101,1,.,,215,1134,787,787,769,18,0,347
150,15000US110010001021,"Block Group 1, Census Tract 1.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,102,1,.,,216,1251,1099,1099,1099,0,0,152
150,15000US110010001022,"Block Group 2, Census Tract 1.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,102,2,.,,217,969,590,590,543,47,0,379
150,15000US110010001023,"Block Group 3, Census Tract 1.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,102,3,.,,218,769,575,575,562,13,0,194
150,15000US110010002011,"Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,201,1,.,,219,0,0,0,0,0,0,0
150,15000US110010002012,"Block Group 2, Census Tract 2.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,201,2,.,,220,3972,1481,1481,1346,135,0,2491
150,15000US110010002021,"Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,202,1,.,,221,1057,758,758,718,40,0,299
150,15000US110010002022,"Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,202,2,.,,222,621,385,385,385,0,0,236
150,15000US110010002023,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,202,3,.,,223,998,806,806,783,23,0,192
150,15000US110010002024,"Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,202,4,.,,224,1802,1050,1050,1002,48,0,752
150,15000US110010003001,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",DC,11,District of Columbia DC,300,1,.,,225,1115,674,674,652,22,0,441
150,15000US110010003002,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",DC,11,District of Columbia DC,300,2,.,,226,1294,1060,1060,1060,0,0,234
150,15000US110010003003,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",DC,11,District of Columbia DC,300,3,.,,227,1567,1121,1121,1095,26,0,446
150,15000US110010003004,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",DC,11,District of Columbia DC,300,4,.,,228,1469,1168,1168,1155,13,0,301
150,15000US110010004001,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",DC,11,District of Columbia DC,400,1,.,,229,435,252,252,252,0,0,183
150,15000US110010004002,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",DC,11,District of Columbia DC,400,2,.,,230,802,403,403,400,3,0,399
150,15000US110010005011,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,501,1,.,,231,970,845,820,796,24,25,125
150,15000US110010005012,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,501,2,.,,232,947,811,811,799,12,0,136
150,15000US110010005013,"Block Group 3, Census Tract 5.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,501,3,.,,233,1190,934,934,901,33,0,256
150,15000US110010005021,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,502,1,.,,234,1382,1136,1136,1051,85,0,246
150,15000US110010005022,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,502,2,.,,235,1566,1322,1322,1300,22,0,244
150,15000US110010006001,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",DC,11,District of Columbia DC,600,1,.,,236,1047,739,739,739,0,0,308
150,15000US110010006002,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",DC,11,District of Columbia DC,600,2,.,,237,805,687,687,676,11,0,118
150,15000US110010006003,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",DC,11,District of Columbia DC,600,3,.,,238,647,442,442,418,24,0,205
150,15000US110010006004,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",DC,11,District of Columbia DC,600,4,.,,239,1595,1031,1031,1015,16,0,564
150,15000US110010007021,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,702,1,.,,240,1126,959,959,889,70,0,167
150,15000US110010007022,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,702,2,.,,241,914,770,770,770,0,0,144
150,15000US110010007023,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,702,3,.,,242,813,580,580,556,24,0,233
150,15000US110010007031,"Block Group 1, Census Tract 7.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,703,1,.,,243,1463,1234,1234,1234,0,0,229
150,15000US110010007032,"Block Group 2, Census Tract 7.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,703,2,.,,244,1699,694,694,618,76,0,1005
150,15000US110010007041,"Block Group 1, Census Tract 7.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,704,1,.,,245,1222,885,885,885,0,0,337
150,15000US110010007042,"Block Group 2, Census Tract 7.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,704,2,.,,246,1377,887,887,854,33,0,490
150,15000US110010008021,"Block Group 1, Census Tract 8.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,802,1,.,,247,1735,1322,1322,1298,24,0,413
150,15000US110010008022,"Block Group 2, Census Tract 8.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,802,2,.,,248,1166,810,810,810,0,0,356
150,15000US110010008031,"Block Group 1, Census Tract 8.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,803,1,.,,249,722,496,496,496,0,0,226
150,15000US110010008032,"Block Group 2, Census Tract 8.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,803,2,.,,250,535,381,381,316,65,0,154
150,15000US110010008033,"Block Group 3, Census Tract 8.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,803,3,.,,251,901,501,501,447,54,0,400
150,15000US110010008041,"Block Group 1, Census Tract 8.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,804,1,.,,252,856,531,531,486,45,0,325
150,15000US110010008042,"Block Group 2, Census Tract 8.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,804,2,.,,253,863,536,536,463,73,0,327
150,15000US110010008043,"Block Group 3, Census Tract 8.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,804,3,.,,254,1270,728,728,671,57,0,542
150,15000US110010009021,"Block Group 1, Census Tract 9.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,902,1,.,,255,624,357,357,340,17,0,267
150,15000US110010009022,"Block Group 2, Census Tract 9.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,902,2,.,,256,1169,768,768,750,18,0,401
150,15000US110010009031,"Block Group 1, Census Tract 9.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,903,1,.,,257,3053,1303,1303,1128,175,0,1750
150,15000US110010009032,"Block Group 2, Census Tract 9.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,903,2,.,,258,841,568,568,542,26,0,273
150,15000US110010009041,"Block Group 1, Census Tract 9.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,904,1,.,,259,1420,922,922,882,40,0,498
150,15000US110010009042,"Block Group 2, Census Tract 9.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,904,2,.,,260,1129,598,593,585,8,5,531
150,15000US110010010021,"Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1002,1,.,,261,599,379,379,366,13,0,220
150,15000US110010010022,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1002,2,.,,262,842,690,690,675,15,0,152
150,15000US110010010023,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1002,3,.,,263,533,470,470,369,101,0,63
150,15000US110010010024,"Block Group 4, Census Tract 10.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1002,4,.,,264,837,718,718,706,12,0,119
150,15000US110010010031,"Block Group 1, Census Tract 10.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1003,1,.,,265,671,479,479,479,0,0,192
150,15000US110010010032,"Block Group 2, Census Tract 10.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1003,2,.,,266,829,666,666,652,14,0,163
150,15000US110010010033,"Block Group 3, Census Tract 10.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1003,3,.,,267,708,527,499,477,22,28,181
150,15000US110010010041,"Block Group 1, Census Tract 10.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1004,1,.,,268,712,632,632,615,17,0,80
150,15000US110010010042,"Block Group 2, Census Tract 10.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1004,2,.,,269,1597,848,848,826,22,0,749
150,15000US110010010043,"Block Group 3, Census Tract 10.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1004,3,.,,270,1285,875,875,865,10,0,410
150,15000US110010011001,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1100,1,.,,271,1245,669,669,642,27,0,576
150,15000US110010011002,"Block Group 2, Census Tract 11, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1100,2,.,,272,1342,929,929,900,29,0,413
150,15000US110010011003,"Block Group 3, Census Tract 11, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1100,3,.,,273,517,360,360,346,14,0,157
150,15000US110010011004,"Block Group 4, Census Tract 11, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1100,4,.,,274,883,609,609,609,0,0,274
150,15000US110010012001,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1200,1,.,,275,1830,1370,1370,1253,117,0,460
150,15000US110010012002,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1200,2,.,,276,808,510,510,456,54,0,298
150,15000US110010012003,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1200,3,.,,277,667,466,466,457,9,0,201
150,15000US110010012004,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1200,4,.,,278,1074,824,824,824,0,0,250
150,15000US110010013011,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1301,1,.,,279,1391,982,982,957,25,0,409
150,15000US110010013012,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1301,2,.,,280,875,679,679,617,62,0,196
150,15000US110010013013,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1301,3,.,,281,734,334,334,321,13,0,400
150,15000US110010013014,"Block Group 4, Census Tract 13.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1301,4,.,,282,909,797,797,717,80,0,112
150,15000US110010013031,"Block Group 1, Census Tract 13.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1303,1,.,,283,1109,679,679,608,71,0,430
150,15000US110010013032,"Block Group 2, Census Tract 13.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1303,2,.,,284,792,698,641,641,0,57,94
150,15000US110010013033,"Block Group 3, Census Tract 13.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1303,3,.,,285,790,434,434,434,0,0,356
150,15000US110010013034,"Block Group 4, Census Tract 13.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1303,4,.,,286,692,561,561,561,0,0,131
150,15000US110010013041,"Block Group 1, Census Tract 13.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1304,1,.,,287,1138,961,961,944,17,0,177
150,15000US110010013042,"Block Group 2, Census Tract 13.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1304,2,.,,288,985,902,902,887,15,0,83
150,15000US110010013043,"Block Group 3, Census Tract 13.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1304,3,.,,289,772,570,570,556,14,0,202
150,15000US110010013044,"Block Group 4, Census Tract 13.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1304,4,.,,290,1216,853,853,853,0,0,363
150,15000US110010014011,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1401,1,.,,291,1705,1299,1299,1209,90,0,406
150,15000US110010014012,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1401,2,.,,292,959,703,703,692,11,0,256
150,15000US110010014021,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1402,1,.,,293,580,425,425,425,0,0,155
150,15000US110010014022,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1402,2,.,,294,864,358,358,340,18,0,506
150,15000US110010014023,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1402,3,.,,295,1230,953,938,928,10,15,277
150,15000US110010015001,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1500,1,.,,296,1530,1042,1042,1005,37,0,488
150,15000US110010015002,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1500,2,.,,297,613,417,417,417,0,0,196
150,15000US110010015003,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1500,3,.,,298,554,256,256,256,0,0,298
150,15000US110010015004,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1500,4,.,,299,926,605,605,554,51,0,321
150,15000US110010015005,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1500,5,.,,300,922,723,723,723,0,0,199
150,15000US110010016001,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1600,1,.,,301,1214,878,878,871,7,0,336
150,15000US110010016002,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1600,2,.,,302,451,263,263,233,30,0,188
150,15000US110010016003,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1600,3,.,,303,822,622,622,609,13,0,200
150,15000US110010016004,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1600,4,.,,304,1589,1065,1065,1025,40,0,524
150,15000US110010017021,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1702,1,.,,305,1162,966,966,904,62,0,196
150,15000US110010017022,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1702,2,.,,306,2052,1270,1270,1161,109,0,782
150,15000US110010018031,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1803,1,.,,307,832,530,530,485,45,0,302
150,15000US110010018032,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1803,2,.,,308,1630,958,958,913,45,0,672
150,15000US110010018033,"Block Group 3, Census Tract 18.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1803,3,.,,309,909,757,757,681,76,0,152
150,15000US110010018041,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1804,1,.,,310,1150,789,789,789,0,0,361
150,15000US110010018042,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1804,2,.,,311,1525,1166,1166,766,400,0,359
150,15000US110010018043,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1804,3,.,,312,1597,1015,1015,913,102,0,582
150,15000US110010019011,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1901,1,.,,313,769,482,482,482,0,0,287
150,15000US110010019012,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1901,2,.,,314,542,335,335,335,0,0,207
150,15000US110010019013,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1901,3,.,,315,1164,981,981,943,38,0,183
150,15000US110010019014,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1901,4,.,,316,750,545,545,508,37,0,205
150,15000US110010019021,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1902,1,.,,317,1281,870,870,849,21,0,411
150,15000US110010019022,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,1902,2,.,,318,751,431,431,389,42,0,320
150,15000US110010020011,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2001,1,.,,319,1958,1417,1417,1364,53,0,541
150,15000US110010020012,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2001,2,.,,320,754,508,508,473,35,0,246
150,15000US110010020021,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2002,1,.,,321,1366,1097,1097,1080,17,0,269
150,15000US110010020022,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2002,2,.,,322,1130,922,922,779,143,0,208
150,15000US110010020023,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2002,3,.,,323,950,825,825,745,80,0,125
150,15000US110010021011,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2101,1,.,,324,1095,833,833,770,63,0,262
150,15000US110010021012,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2101,2,.,,325,609,449,449,449,0,0,160
150,15000US110010021013,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2101,3,.,,326,1125,907,907,888,19,0,218
150,15000US110010021014,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2101,4,.,,327,587,506,506,506,0,0,81
150,15000US110010021015,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2101,5,.,,328,881,665,665,665,0,0,216
150,15000US110010021021,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,1,.,,329,853,508,508,499,9,0,345
150,15000US110010021022,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,2,.,,330,888,503,503,491,12,0,385
150,15000US110010021023,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,3,.,,331,976,747,747,747,0,0,229
150,15000US110010021024,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,4,.,,332,588,349,349,332,17,0,239
150,15000US110010021025,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,5,.,,333,843,659,659,616,43,0,184
150,15000US110010021026,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2102,6,.,,334,575,479,479,351,128,0,96
150,15000US110010022011,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2201,1,.,,335,1046,878,872,783,89,6,168
150,15000US110010022012,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2201,2,.,,336,1309,843,843,614,229,0,466
150,15000US110010022013,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2201,3,.,,337,599,492,492,478,14,0,107
150,15000US110010022021,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2202,1,.,,338,1335,1132,1132,1081,51,0,203
150,15000US110010022022,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2202,2,.,,339,572,505,505,408,97,0,67
150,15000US110010022023,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2202,3,.,,340,428,279,279,279,0,0,149
150,15000US110010023011,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2301,1,.,,341,1290,983,983,911,72,0,307
150,15000US110010023012,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2301,2,.,,342,1575,1261,1261,1190,71,0,314
150,15000US110010023021,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2302,1,.,,343,0,0,0,0,0,0,0
150,15000US110010023022,"Block Group 2, Census Tract 23.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2302,2,.,,344,989,805,805,735,70,0,184
150,15000US110010023023,"Block Group 3, Census Tract 23.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2302,3,.,,345,509,0,0,0,0,0,509
150,15000US110010024001,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2400,1,.,,346,826,696,678,654,24,18,130
150,15000US110010024002,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2400,2,.,,347,1282,810,810,790,20,0,472
150,15000US110010024003,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2400,3,.,,348,730,609,609,574,35,0,121
150,15000US110010024004,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2400,4,.,,349,865,682,682,656,26,0,183
150,15000US110010025011,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2501,1,.,,350,1437,959,959,920,39,0,478
150,15000US110010025012,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2501,2,.,,351,1116,829,829,810,19,0,287
150,15000US110010025031,"Block Group 1, Census Tract 25.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2503,1,.,,352,963,771,771,548,223,0,192
150,15000US110010025032,"Block Group 2, Census Tract 25.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2503,2,.,,353,1894,1393,1393,1288,105,0,501
150,15000US110010025041,"Block Group 1, Census Tract 25.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2504,1,.,,354,1456,1205,1205,1150,55,0,251
150,15000US110010025042,"Block Group 2, Census Tract 25.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2504,2,.,,355,1752,1131,1131,1081,50,0,621
150,15000US110010026001,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2600,1,.,,356,995,630,630,615,15,0,365
150,15000US110010026002,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2600,2,.,,357,1330,1038,1038,989,49,0,292
150,15000US110010027021,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2702,1,.,,358,1350,1119,1119,1086,33,0,231
150,15000US110010027022,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2702,2,.,,359,929,857,857,845,12,0,72
150,15000US110010027023,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2702,3,.,,360,1145,933,933,824,109,0,212
150,15000US110010027024,"Block Group 4, Census Tract 27.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2702,4,.,,361,1780,1400,1400,1381,19,0,380
150,15000US110010027031,"Block Group 1, Census Tract 27.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2703,1,.,,362,603,553,553,548,5,0,50
150,15000US110010027032,"Block Group 2, Census Tract 27.03, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2703,2,.,,363,1482,1112,1112,1095,17,0,370
150,15000US110010027041,"Block Group 1, Census Tract 27.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2704,1,.,,364,1143,1001,1001,949,52,0,142
150,15000US110010027042,"Block Group 2, Census Tract 27.04, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2704,2,.,,365,2431,2070,2070,2043,27,0,361
150,15000US110010028011,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2801,1,.,,366,1746,1427,1427,1416,11,0,319
150,15000US110010028012,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2801,2,.,,367,1703,1373,1373,1331,42,0,330
150,15000US110010028021,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2802,1,.,,368,1464,1141,1141,1045,96,0,323
150,15000US110010028022,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2802,2,.,,369,1206,988,988,880,108,0,218
150,15000US110010028023,"Block Group 3, Census Tract 28.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2802,3,.,,370,1810,1527,1527,1457,70,0,283
150,15000US110010029001,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2900,1,.,,371,1752,1599,1599,1583,16,0,153
150,15000US110010029002,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",DC,11,District of Columbia DC,2900,2,.,,372,2013,1779,1779,1738,41,0,234
150,15000US110010030001,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3000,1,.,,373,1435,1200,1200,1189,11,0,235
150,15000US110010030002,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3000,2,.,,374,2106,1450,1407,1150,257,43,656
150,15000US110010031001,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3100,1,.,,375,1095,897,897,860,37,0,198
150,15000US110010031002,"Block Group 2, Census Tract 31, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3100,2,.,,376,2307,1860,1860,1749,111,0,447
150,15000US110010032001,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3200,1,.,,377,1241,1055,1055,897,158,0,186
150,15000US110010032002,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3200,2,.,,378,674,533,533,421,112,0,141
150,15000US110010032003,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3200,3,.,,379,902,744,744,653,91,0,158
150,15000US110010032004,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3200,4,.,,380,1221,1049,1049,994,55,0,172
150,15000US110010033011,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3301,1,.,,381,1338,972,972,955,17,0,366
150,15000US110010033012,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3301,2,.,,382,1102,1007,994,987,7,13,95
150,15000US110010033013,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3301,3,.,,383,1340,1275,1275,1266,9,0,65
150,15000US110010033021,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3302,1,.,,384,924,810,798,766,32,12,114
150,15000US110010033022,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",DC,11,District of Columbia DC,3302,2,.,,385,914,679,679,662,17,0,235
